cyrus2024,v1,true,/home/akiyama/work/src/alab/rcgame/rcgame_flask/static/teams/cyrus2024/v1/cyrus2024.tar.gz,""
helios2024,v1,true,/home/akiyama/work/src/alab/rcgame/rcgame_flask/static/teams/cyrus2024/v1/helios2024.tar.gz,""
