#,cycle,stopped,playmode,l_name,l_score,l_pen_score,r_name,r_score,r_pen_score,b_x,b_y,b_vx,b_vy,l1_t,l1_x,l1_y,l1_vx,l1_vy,l1_body,l1_neck,l1_vwidth,l1_stamina,l2_t,l2_x,l2_y,l2_vx,l2_vy,l2_body,l2_neck,l2_vwidth,l2_stamina,l3_t,l3_x,l3_y,l3_vx,l3_vy,l3_body,l3_neck,l3_vwidth,l3_stamina,l4_t,l4_x,l4_y,l4_vx,l4_vy,l4_body,l4_neck,l4_vwidth,l4_stamina,l5_t,l5_x,l5_y,l5_vx,l5_vy,l5_body,l5_neck,l5_vwidth,l5_stamina,l6_t,l6_x,l6_y,l6_vx,l6_vy,l6_body,l6_neck,l6_vwidth,l6_stamina,l7_t,l7_x,l7_y,l7_vx,l7_vy,l7_body,l7_neck,l7_vwidth,l7_stamina,l8_t,l8_x,l8_y,l8_vx,l8_vy,l8_body,l8_neck,l8_vwidth,l8_stamina,l9_t,l9_x,l9_y,l9_vx,l9_vy,l9_body,l9_neck,l9_vwidth,l9_stamina,l10_t,l10_x,l10_y,l10_vx,l10_vy,l10_body,l10_neck,l10_vwidth,l10_stamina,l11_t,l11_x,l11_y,l11_vx,l11_vy,l11_body,l11_neck,l11_vwidth,l11_stamina,r1_t,r1_x,r1_y,r1_vx,r1_vy,r1_body,r1_neck,r1_vwidth,r1_stamina,r2_t,r2_x,r2_y,r2_vx,r2_vy,r2_body,r2_neck,r2_vwidth,r2_stamina,r3_t,r3_x,r3_y,r3_vx,r3_vy,r3_body,r3_neck,r3_vwidth,r3_stamina,r4_t,r4_x,r4_y,r4_vx,r4_vy,r4_body,r4_neck,r4_vwidth,r4_stamina,r5_t,r5_x,r5_y,r5_vx,r5_vy,r5_body,r5_neck,r5_vwidth,r5_stamina,r6_t,r6_x,r6_y,r6_vx,r6_vy,r6_body,r6_neck,r6_vwidth,r6_stamina,r7_t,r7_x,r7_y,r7_vx,r7_vy,r7_body,r7_neck,r7_vwidth,r7_stamina,r8_t,r8_x,r8_y,r8_vx,r8_vy,r8_body,r8_neck,r8_vwidth,r8_stamina,r9_t,r9_x,r9_y,r9_vx,r9_vy,r9_body,r9_neck,r9_vwidth,r9_stamina,r10_t,r10_x,r10_y,r10_vx,r10_vy,r10_body,r10_neck,r10_vwidth,r10_stamina,r11_t,r11_x,r11_y,r11_vx,r11_vy,r11_body,r11_neck,r11_vwidth,r11_stamina
3085,2975,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-34.4171,14.7687,-0.2428,-0.1256,0,-48.8518,5.6519,0.2695,0.1072,19.207,14,60,7896.78,7,-41.6952,1.1371,0.3587,-0.0875,-7.854,69,60,7895.03,4,-47.4784,7.3859,0.0039,-0.0016,15.228,16,60,7653.44,15,-46.8024,-2.4369,0.024,-0.0157,-28.194,23,120,8000,11,-46.9096,20.0178,0.1541,-0.2408,-57.199,35,60,7604.67,9,-44.2858,9.0512,0.2613,-0.0343,-11.256,42,60,7713.61,2,-40.9161,-0.7658,0.0055,0.0028,11.558,90,120,7943.93,17,-43.8228,12.8031,0.2429,-0.1441,-27.36,39,60,7809.26,8,-27.1503,-4.2812,0.018,-0.0323,48.055,90,120,7816.91,13,-41.4785,21.7776,0.0557,-0.3106,-80.498,36,60,7645.13,10,-40.1106,13.2055,0.2222,-0.0074,-16.542,32,60,7942.89,0,38.6916,-0.1886,-0,-0,168.484,0.048,120,8000,4,-27.3831,27.5123,-0.254,-0.0073,-177.062,58,60,7176.34,7,-24.0364,15.1504,-0.3775,-0.0543,-169.084,-8.503,60,7475.17,16,-15.0943,10.5275,-0,0,2.769,-14.497,60,8000,10,-25.3055,-2.0218,-0.1456,0.0487,176.441,-37.482,60,7500.46,2,-42.5929,18.6597,-0.0108,-0.3147,-71.808,-49.94,60,7319.55,15,-34.1267,14.3994,-0.1136,-0.1002,-165.174,-14.888,60,4501.48,11,-37.7394,-0.5592,0.1308,0.1414,42.28,36.134,60,7941.13,13,-45.9912,32.7009,0.189,-0.0376,-16.756,-40.7,60,7665.53,9,-46.3937,29.3533,-0.0555,-0.3851,-97.515,7.222,60,6346.58,8,-42.1183,8.0953,0.0969,-0.001,-95.708,-69.678,60,7642.76
3086,2976,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-34.6625,14.6351,-0.2306,-0.1255,0,-48.3859,5.8354,0.1863,0.0734,19.207,13,60,7910.16,7,-40.7759,0.9422,0.3959,-0.0839,-7.854,74,60,7842.55,4,-46.8713,7.5389,0.1834,0.0462,15.228,15,60,7595,15,-46.7793,-2.4502,0.0091,-0.0052,48.812,46,120,8000,11,-46.4912,19.3358,0.1533,-0.2498,-57.199,35,60,7555.8,9,-43.5759,8.99,0.3221,-0.0278,-11.256,44,60,7672.97,2,-40.4733,-0.6627,0.1877,0.0437,11.558,52,120,7899.21,17,-43.1988,12.4016,0.2205,-0.1419,-27.36,42,60,7761.57,8,-27.1324,-4.3158,0.0067,-0.0129,-76.013,-90,120,7857.16,13,-41.3769,20.8457,0.0377,-0.3464,-80.498,38,60,7585.53,10,-39.3784,13.1297,0.3046,-0.0315,-16.542,34,60,7885.78,0,38.6916,-0.1886,-0,-0,168.484,0.048,120,8000,4,-27.6416,27.5153,-0.0781,0.0009,-152.49,34.612,60,7217.9,7,-24.9824,15.0299,-0.4074,-0.0519,-169.084,-8.548,60,7422.69,16,-15.0943,10.5275,-0,0,2.769,-13.949,60,8000,10,-25.4439,-1.9782,-0.0576,0.0181,176.441,54.518,60,7543.35,2,-42.4078,17.9012,0.0784,-0.3215,-71.808,-90,60,7264.83,15,-34.5822,14.0002,-0.179,-0.1569,-165.174,30.562,60,4401.48,11,-37.2201,-0.0476,0.1902,0.1874,42.28,36.168,60,7882.26,13,-45.8004,32.6607,0.0709,-0.015,-44.066,-47.731,60,7705.92,9,-46.2201,28.9296,0.0788,-0.1923,-97.515,49.056,60,6246.58,8,-42.0177,8.0978,0.0375,0.0009,-4.66,89.322,60,7683.01
3087,2977,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-35.2582,14.2619,-0.56,-0.3508,0,-48.2044,5.9028,0.0726,0.0269,-2.915,35,60,7955.16,7,-39.8562,0.7919,0.3961,-0.0647,-7.854,78,60,7790.07,4,-46.6849,7.5796,0.0563,0.0123,-19.353,50,60,7636.56,15,-46.7703,-2.4554,0.0035,-0.0021,92.272,8,120,8000,11,-46.0858,18.6625,0.1485,-0.2466,-57.199,37,60,7506.93,9,-42.7798,8.8857,0.3612,-0.0473,-11.256,47,60,7622.34,2,-40.0803,-0.5857,0.1666,0.0326,11.558,60,60,7897.51,17,-42.5525,12.0587,0.2284,-0.1212,-27.36,45,60,7713.88,8,-26.9867,-4.8457,0.0544,-0.1976,-76.013,90,120,7807.41,13,-41.2689,19.9819,0.0402,-0.321,-80.498,40,60,7525.92,10,-38.5502,13.0735,0.3445,-0.0234,-16.542,38,60,7828.67,0,38.6916,-0.1886,-0,-0,168.45,0.048,120,8000,4,-28.3197,27.1861,-0.2048,-0.0994,-152.49,34.696,60,7159.47,7,-25.8684,14.7734,-0.3816,-0.1105,-169.084,-8.753,60,7370.21,16,-15.0943,10.5275,-0,0,2.769,-14.42,60,8000,10,-25.5042,-1.9555,-0.0251,0.0094,-132.005,-89.482,60,7586.24,2,-42.5361,17.2697,-0.0544,-0.2677,-71.808,-90,60,7210.11,15,-34.7584,13.8299,-0.0692,-0.0669,-165.174,-59.831,60,4401.48,11,-37.0303,0.1346,0.0695,0.0667,119.081,37.671,60,7923.39,13,-45.7259,32.6418,0.0277,-0.007,-15.777,-44.128,60,7746.32,9,-46.1427,28.7411,0.0351,-0.0855,-18.129,-31.697,60,6246.58,8,-41.4311,7.9561,0.2188,-0.0529,-4.66,43.714,60,7623.26
3088,2978,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-34.5345,14.2686,0.6803,0.0063,0,-48.1377,5.9275,0.0267,0.0099,32.82,0,60,8000,7,-39.4614,0.725,0.1701,-0.0288,43.099,75,60,7837.59,4,-46.0628,7.4325,0.1879,-0.0444,-19.353,52,60,7588.13,15,-46.7666,-2.4575,0.0015,-0.0008,142.681,-89,120,8000,11,-45.6745,17.9278,0.1507,-0.2691,-57.199,34,60,7458.06,9,-41.9276,8.737,0.3867,-0.0675,-11.256,52,60,7571.7,2,-39.9075,-0.5562,0.0733,0.0125,-72.217,90,180,7942.8,17,-42.3327,11.9457,0.0777,-0.04,-52.175,70,60,7756.2,8,-26.8772,-5.2684,0.0409,-0.1577,-76.013,90,120,7809.23,13,-41.1044,19.0783,0.0611,-0.3358,-80.498,36,60,7466.32,10,-38.1967,13.0834,0.1471,0.0041,-0.505,21,60,7871.56,0,38.6916,-0.1886,-0,-0,168.45,0.048,120,8000,4,-29.0071,26.6998,-0.2076,-0.1469,-152.49,35.033,60,7101.03,7,-26.7785,14.513,-0.392,-0.1122,-169.084,-6.742,60,7317.72,16,-15.0943,10.5275,-0,0,2.769,-13.89,60,8000,10,-25.9044,-2.327,-0.1665,-0.1545,-132.005,-90,60,7529.13,2,-42.7897,16.7576,-0.1075,-0.2171,-71.808,-90,60,7155.39,15,-34.8292,13.7619,-0.0279,-0.0267,-165.174,62.802,60,4401.48,11,-37.211,0.717,-0.0662,0.2133,119.081,-38.488,60,7864.51,13,-45.1282,32.4736,0.2221,-0.0625,-15.777,-47.034,60,7686.71,9,-45.6689,28.6681,0.215,-0.0331,-18.129,-37.874,60,6146.58,8,-40.7154,7.7679,0.267,-0.0702,-4.66,56.684,60,7563.51
3089,2979,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-34.9304,12.6062,-0.3721,-1.5627,0,-48.1112,5.9369,0.0106,0.0038,-78.467,90,60,8000,7,-39.2914,0.6967,0.0732,-0.0122,-45.033,45,180,7885.1,4,-45.3446,7.1817,0.2169,-0.0758,-19.353,51,60,7539.69,15,-47.1401,-2.1536,-0.1468,0.1194,142.681,-88,120,7956.64,11,-45.4969,17.6692,0.065,-0.0947,-123.597,90,60,7499.19,9,-41.0763,8.637,0.3862,-0.0454,-11.256,49,60,7521.06,2,-39.8304,-0.5472,0.0327,0.0038,-130.035,-90,180,7988.08,17,-42.2547,11.8999,0.0276,-0.0162,-120.705,60,60,7798.51,8,-26.6887,-5.9306,0.0703,-0.247,-76.013,-90,120,7759.48,13,-40.9472,18.1605,0.0584,-0.3411,-80.498,51,60,7406.71,10,-37.5801,13.2224,0.2565,0.0578,-0.505,15,60,7814.45,0,38.6916,-0.1886,-0,-0,168.472,0.048,120,8000,4,-29.2242,26.5433,-0.0656,-0.0473,-152.49,1.45,60,7142.59,7,-26.7903,14.4745,-0.0051,-0.0166,-169.084,-5.742,60,7265.24,16,-15.0943,10.5275,-0,0,2.769,-14.357,60,8000,10,-26.0637,-2.4669,-0.0663,-0.0582,176.673,-62.195,60,7572.02,2,-42.7736,16.0447,0.0069,-0.3022,-71.808,-90,60,7100.67,15,-34.8538,13.735,-0.0097,-0.0106,-165.174,23.082,60,4401.48,11,-37.2724,0.9495,-0.0225,0.0852,63.717,15.067,60,7905.64,13,-44.3957,32.2582,0.2723,-0.0801,-15.777,-90,60,7627.11,9,-45.0133,28.4639,0.2975,-0.0926,-18.129,-74.16,60,6046.58,8,-40.0208,7.418,0.2591,-0.1305,-4.66,-89.316,60,7503.76
3090,2980,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-35.2566,10.9912,-0.3066,-1.5181,0,-47.9999,5.3789,0.0445,-0.2232,-78.467,90,60,7945,7,-39.2208,0.6872,0.0304,-0.0041,-158.58,-89,180,7932.62,4,-45.1213,7.1098,0.0674,-0.0217,-45.705,66,60,7581.25,15,-47.2791,-2.0449,-0.0546,0.0427,46.242,-10,120,8000,11,-45.7213,17.1664,-0.0822,-0.1842,-123.597,35,60,7440.32,9,-40.1612,8.4799,0.4152,-0.0713,-11.256,39,60,7470.42,2,-39.7969,-0.5422,0.0142,0.0021,6.125,76,180,8000,17,-42.2289,11.8827,0.0091,-0.0061,-11.737,4,60,7840.83,8,-26.5317,-6.3914,0.0586,-0.1719,-76.013,-90,120,7761.31,13,-40.7253,17.2296,0.0825,-0.346,-80.498,32,60,7347.11,10,-37.3172,13.2979,0.1094,0.0314,-82.12,-46,60,7857.34,0,38.6916,-0.1886,-0,-0,170.366,0.048,120,8000,4,-29.8303,26.1937,-0.183,-0.1056,-152.49,90,60,7084.15,7,-27.3289,14.3493,-0.232,-0.0539,-169.084,12.041,60,7212.76,16,-15.0943,10.5275,-0,0,2.769,-13.827,60,8000,10,-26.6626,-2.5257,-0.2492,-0.0245,176.673,-58.195,60,7514.91,2,-42.7482,15.7206,0.0107,-0.1374,-70.489,-90,60,7145.95,15,-34.8647,13.7245,-0.0043,-0.0041,-57.468,90,60,4401.48,11,-37.2944,1.0312,-0.0081,0.0299,82.847,-4.153,60,7946.77,13,-43.58,32.0952,0.3031,-0.0606,-15.777,-11.25,60,7567.5,9,-44.721,28.3615,0.1326,-0.0465,-76.018,24.048,60,6046.58,8,-39.7862,7.2765,0.0875,-0.0528,-88.176,89.684,60,7544.01
3091,2981,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-35.5491,9.5278,-0.275,-1.3756,0,-48.2226,4.8449,-0.0891,-0.2136,-78.467,78,60,7890,7,-39.1906,0.6832,0.013,-0.0017,173.339,-21,180,7980.14,4,-45.0552,7.0846,0.02,-0.0076,-112.848,60,60,7622.81,15,-47.3393,-2.0014,-0.0236,0.0171,-75.43,67,120,8000,11,-45.8066,16.9842,-0.0312,-0.0667,-91.64,73,60,7481.45,9,-39.7309,8.3902,0.1952,-0.0407,-62.092,-54,60,7519.78,2,-39.7826,-0.54,0.0061,0.0009,99.497,-90,60,8000,17,-42.22,11.8766,0.0031,-0.0021,-75.527,-39,60,7883.14,8,-26.4779,-6.5714,0.0201,-0.0671,-98.711,-88,180,7801.56,13,-40.6462,16.8839,0.0294,-0.1285,-5.684,-90,60,7387.5,10,-37.2076,13.3286,0.0456,0.0128,-121.051,75,60,7900.23,0,38.6916,-0.1886,-0,-0,170.352,0.048,120,8000,4,-30.5287,25.8053,-0.2109,-0.1173,-152.49,39.1,60,7025.72,7,-28.0748,14.2135,-0.3212,-0.0585,-169.084,43.291,60,7160.28,16,-15.0943,10.5275,-0,0,2.769,-14.308,60,8000,10,-26.9151,-2.5553,-0.105,-0.0123,176.673,79.294,60,7557.8,2,-42.7311,15.5777,0.0073,-0.0606,-164.11,-66.18,60,7191.23,15,-34.5435,13.2582,0.1262,-0.1833,-57.468,-42.883,60,4301.48,11,-37.2455,1.586,0.0179,0.2032,82.847,-4.56,60,7887.9,13,-43.2771,32.0343,0.1126,-0.0226,-92.673,27.11,60,7607.9,9,-44.461,27.8331,0.1179,-0.2398,-76.018,-11.999,60,5946.58,8,-39.6989,7.2171,0.0326,-0.0221,-21.711,-43.791,60,7584.26
3092,2982,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-35.7844,8.13,-0.2212,-1.3139,0,-48.5747,4.3299,-0.1408,-0.206,-78.467,90,60,7835,7,-39.1785,0.6811,0.0052,-0.0009,42.101,-55,60,8000,4,-45.0362,7.0754,0.0057,-0.0028,-79.465,90,60,7664.38,15,-47.2204,-2.4434,0.0467,-0.1737,-75.43,80,60,7956.64,11,-45.8531,16.4295,-0.017,-0.2032,-91.64,89,60,7432.57,9,-39.4436,8.1213,0.1304,-0.122,-62.092,41,60,7525.23,2,-39.8372,-0.0106,-0.0231,0.2244,99.497,-16,60,7945.28,17,-42.1142,11.5618,0.0374,-0.1113,-75.527,26,60,7863.52,8,-26.5034,-7.149,-0.0095,-0.2154,-98.711,-86,180,7751.81,13,-40.6187,16.7457,0.0102,-0.0514,15.195,-59,60,7427.9,10,-37.4858,12.8647,-0.1158,-0.1929,-121.051,19,60,7843.12,0,38.6916,-0.1886,-0,-0,172.485,0.048,120,8000,4,-30.7446,25.6868,-0.0652,-0.0358,-133.7,-75.031,60,7067.28,7,-28.9336,14.0526,-0.3699,-0.0693,-169.084,-89.709,60,7107.79,16,-15.0943,10.5275,-0,0,2.769,-13.781,60,8000,10,-27.0202,-2.5681,-0.0437,-0.0054,-91.069,-89.706,60,7600.68,2,-42.7292,15.5195,0.0008,-0.0247,123.602,89.82,60,7236.52,15,-34.1693,12.6829,0.1471,-0.2261,-57.468,-75.359,60,4201.48,11,-37.1439,2.3511,0.0372,0.2803,82.847,-5.335,60,7829.03,13,-43.2369,31.4698,0.0149,-0.2098,-92.673,-23.073,60,7548.29,9,-44.3345,27.5923,0.0574,-0.1093,-32.385,-0.999,60,5946.58,8,-39.0632,6.9826,0.2371,-0.0875,-21.711,57.51,60,7524.51
3093,2983,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-36.008,6.8299,-0.2102,-1.2221,0,-48.9241,3.7651,-0.1397,-0.2259,-78.467,74,60,7780,7,-38.7593,1.0521,0.1805,0.1598,42.101,49,180,7947.52,4,-44.9062,6.4109,0.0393,-0.2007,-79.465,-15,60,7605.94,15,-47.1726,-2.6182,0.0188,-0.0687,-58.927,90,60,8000,11,-45.8935,15.7294,-0.0148,-0.2564,-91.64,29,60,7383.7,9,-38.98,7.7937,0.2104,-0.1486,-62.092,-15,60,7474.59,2,-39.8626,0.2051,-0.0108,0.0915,28.875,-39,60,7990.56,17,-42.216,11.0716,-0.036,-0.1733,-75.527,86,60,7805.83,8,-26.6228,-7.8481,-0.0445,-0.2608,-98.711,-85,180,7702.06,13,-40.1197,16.8088,0.1855,0.0235,15.195,89,60,7378.29,10,-37.9228,12.2147,-0.1818,-0.2704,-121.051,44,60,7786.01,0,38.6916,-0.1886,-0,-0,172.493,0.048,120,8000,4,-31.2339,25.0999,-0.1478,-0.1773,-133.7,61.178,60,7008.84,7,-29.8611,13.8625,-0.3995,-0.0819,-169.084,-17.61,60,7055.31,16,-15.0943,10.5275,-0,0,-176.751,-0.781,60,8000,10,-27.0749,-3.1152,-0.0228,-0.2276,-91.069,66.794,60,7543.57,2,-42.7277,15.4941,0.0006,-0.0108,-29.149,-14.992,60,7281.8,15,-33.7439,12.0088,0.1672,-0.2649,-57.468,44.641,60,4101.48,11,-36.9304,3.001,0.0782,0.2381,82.847,-6.124,60,7770.16,13,-43.3196,30.7191,-0.0307,-0.279,-92.673,56.177,60,7488.68,9,-44.275,27.4941,0.027,-0.0446,-84.592,89.001,60,5946.58,8,-38.8491,6.8876,0.0799,-0.0354,-106.359,-73.961,60,7564.76
3094,2984,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-36.1825,5.5969,-0.1641,-1.159,0,-49.2541,3.1754,-0.132,-0.2359,-78.467,69,60,7725,7,-38.1748,1.5859,0.2517,0.2299,42.101,53,180,7895.03,4,-44.7102,5.5971,0.0592,-0.2458,-79.465,59,60,7557.5,15,-46.8706,-3.0684,0.1187,-0.177,-58.927,70,60,7956.64,11,-45.9184,14.9925,-0.0091,-0.2699,-91.64,-5,60,7334.83,9,-38.4007,7.3924,0.2628,-0.1821,-62.092,43,60,7423.95,2,-39.4832,0.5496,0.1608,0.146,28.875,7,60,7935.84,17,-42.3295,10.4382,-0.0401,-0.2239,-75.527,17,60,7748.15,8,-26.8266,-8.6264,-0.076,-0.2903,-98.711,89,180,7652.31,13,-39.4154,16.9358,0.2618,0.0472,15.195,-81,60,7328.68,10,-38.4502,11.3985,-0.2194,-0.3395,-121.051,89,60,7728.9,0,38.6916,-0.1886,-0,-0,174.488,0.048,120,8000,4,-31.8427,24.4701,-0.1839,-0.1902,-133.7,28.65,60,6950.4,7,-30.7086,13.6015,-0.365,-0.1124,-169.084,36.967,60,7002.83,16,-15.0943,10.5275,-0,0,-26.748,-0.781,60,8000,10,-26.8976,-3.803,0.0738,-0.2861,-91.069,-89.206,60,7486.46,2,-42.7272,15.4835,0.0002,-0.0045,-130.46,33.69,60,7327.08,15,-33.3475,11.3173,0.1558,-0.2718,-57.468,11.891,60,4001.48,11,-36.6526,3.6575,0.1018,0.2405,82.847,89.876,60,7711.29,13,-43.3362,30.4398,-0.0062,-0.1038,-57.44,-20.734,60,7529.08,9,-44.2082,26.9765,0.0303,-0.2348,-84.592,2.366,60,5846.58,8,-38.7677,6.8556,0.0304,-0.0119,134.254,89.039,60,7605.01
3095,2985,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-36.3457,4.4887,-0.1534,-1.0417,0,-49.6295,2.6453,-0.1501,-0.212,-78.467,86,60,7670,7,-37.4705,2.2201,0.3033,0.2731,42.101,20,180,7842.55,4,-44.4791,4.7835,0.0698,-0.2457,-79.465,-89,60,7509.06,15,-46.4916,-3.6005,0.149,-0.2091,-58.927,90,60,7913.28,11,-45.8943,14.2615,0.0088,-0.2678,-91.64,46,60,7285.96,9,-37.8718,6.7107,0.24,-0.3093,-62.092,-89,60,7373.31,2,-38.8714,0.9452,0.2594,0.1677,28.875,58,60,7881.12,17,-42.4893,9.8058,-0.0565,-0.2235,-75.527,-49,60,7690.46,8,-26.9891,-9.443,-0.0606,-0.3046,-98.711,-56,180,7602.56,13,-38.6531,17.0866,0.2833,0.056,15.195,35,60,7279.08,10,-38.9664,10.5515,-0.2147,-0.3523,-121.051,54,60,7671.79,0,38.6916,-0.1886,-0,-0,174.507,0.048,120,8000,4,-32.4073,23.7519,-0.1705,-0.2169,-133.7,-78.506,60,6891.97,7,-31.5423,13.2997,-0.3591,-0.13,-169.084,50.832,60,6950.34,16,-15.0943,10.5275,-0,0,-26.748,15.487,60,8000,10,-26.6818,-4.5814,0.0898,-0.3238,-91.069,33.544,60,7429.35,2,-42.8793,15.0705,-0.0645,-0.1751,-130.46,90,60,7272.36,15,-32.8358,10.564,0.2011,-0.2961,-57.468,-62.388,60,3901.48,11,-36.5596,3.8987,0.0341,0.0884,167.065,-89.124,60,7752.42,13,-43.3447,30.3333,-0.0031,-0.0396,-94.207,-0.734,60,7569.47,9,-44.1061,26.2636,0.0463,-0.3235,-84.592,67.866,60,5746.58,8,-38.7379,6.844,0.0111,-0.0043,9.279,90,60,7645.26
3096,2986,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-36.1937,4.6927,0.1429,0.1917,0,-49.7732,2.437,-0.0575,-0.0834,-2.33,4,60,7715,7,-37.1676,2.5163,0.1305,0.1276,98.185,-40,60,7890.07,4,-44.3349,3.9889,0.0435,-0.24,-79.465,75,60,7460.63,15,-46.3497,-3.8099,0.0557,-0.0823,-41.806,79,60,7959.92,11,-45.9062,13.5354,-0.0044,-0.266,-91.64,45,60,7237.09,9,-37.71,6.0669,0.0734,-0.2921,-62.092,90,60,7322.67,2,-38.6148,1.1174,0.1088,0.073,89.832,-47,60,7926.4,17,-42.5518,9.5777,-0.0221,-0.0806,-104.121,59,60,7732.77,8,-27.1855,-10.2811,-0.0733,-0.3126,-98.711,-90,180,7552.81,13,-37.9261,17.3219,0.2702,0.0874,15.195,-90,60,7229.47,10,-39.5357,9.7705,-0.2368,-0.3249,-121.051,56,60,7614.68,0,38.6916,-0.1886,-0,-0,176.344,0.048,120,8000,4,-32.5815,23.5578,-0.0526,-0.0586,-133.7,-1.132,60,6933.53,7,-32.4475,13.1147,-0.3899,-0.0797,-169.084,56.603,60,6897.86,16,-15.0943,10.5275,-0,0,-26.748,15.028,60,8000,10,-26.5936,-4.8849,0.0367,-0.1263,-91.069,63.944,60,7472.24,2,-43.2899,14.4757,-0.1741,-0.2522,-130.46,-76.461,60,7217.64,15,-32.3647,9.7978,0.1851,-0.3012,-57.468,-65.626,60,3801.48,11,-36.528,3.985,0.0116,0.0316,167.065,-90,60,7793.54,13,-43.3822,29.7003,-0.0139,-0.2353,-94.207,18.8,60,7509.87,9,-44.049,25.3834,0.0259,-0.3994,-84.592,0.866,60,5646.58,8,-38.7259,6.8396,0.0045,-0.0017,-145.446,90,60,7685.51
3097,2987,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-34.9495,6.4138,1.1696,1.6179,0,-49.8306,2.3577,-0.023,-0.0317,11.366,0,60,7760,7,-37.0424,2.633,0.0539,0.0502,-175.415,69,60,7937.59,4,-44.228,3.1734,0.0323,-0.2463,-79.465,90,60,7412.19,15,-46.2955,-3.8896,0.0213,-0.0313,89.937,-39,60,8000,11,-45.9768,12.8031,-0.0259,-0.2682,-91.64,53,60,7188.22,9,-37.3191,5.5442,0.1773,-0.2372,-62.092,35,60,7272.04,2,-38.4979,1.1848,0.0495,0.0286,129.524,-75,60,7971.68,17,-42.5758,9.4909,-0.0085,-0.0306,-68.971,30,60,7775.09,8,-27.3184,-10.9279,-0.0496,-0.2412,-98.711,90,180,7534.64,13,-37.1561,17.5881,0.2862,0.0989,15.195,-90,60,7179.87,10,-39.7652,9.4292,-0.0955,-0.142,-82.653,31,60,7657.57,0,38.6916,-0.1886,-0,-0,176.351,0.048,120,8000,4,-33.054,23.0055,-0.1427,-0.1668,-133.7,40.916,60,6875.09,7,-33.4081,12.9516,-0.4137,-0.0703,-169.084,61.321,60,6845.38,16,-15.0943,10.5275,-0,0,-26.748,15.564,60,8000,10,-26.5575,-4.9994,0.015,-0.0476,-91.069,-45.885,60,7515.13,2,-43.4607,14.2232,-0.0724,-0.107,-63.855,-90,60,7262.92,15,-32.4461,9.4317,-0.032,-0.1439,-57.468,-71.307,60,3701.48,11,-36.518,4.0193,0.0036,0.0126,167.065,-90,60,7834.67,13,-43.4167,28.9023,-0.0128,-0.2966,-94.207,2.716,60,7450.26,9,-43.914,24.5663,0.0613,-0.3708,-84.592,5.076,60,5546.58,8,-38.7211,6.8379,0.0018,-0.0006,-20.758,-13.514,60,7725.76
3098,2988,0,"play_on","AEteam",0,0,"FRA-UNIted",1,0,-33.7802,8.0173,1.0991,1.5072,0,-49.3474,2.5466,0.1933,0.0755,11.366,28,60,7705,7,-37.5359,2.6399,-0.2125,0.003,-175.415,89,60,7885.1,4,-44.1977,2.9103,0.0091,-0.0795,169.129,-90,180,7453.75,15,-46.2735,-3.9204,0.0087,-0.0121,-0.026,-90,60,8000,11,-46.0027,12.5356,-0.0095,-0.098,-36.239,50,60,7229.35,9,-37.238,5.642,0.0368,0.0444,-62.092,-80,60,7221.4,2,-38.4462,1.2155,0.0219,0.013,-86.898,-80,60,8000,17,-42.583,9.4581,-0.0025,-0.0116,-29.605,61,60,7817.4,8,-27.4599,-11.726,-0.0528,-0.2977,-98.711,-90,180,7484.89,13,-36.4855,17.923,0.2492,0.1245,15.195,-30,60,7120.26,10,-39.8685,9.2732,-0.043,-0.0649,17.649,54,60,7700.46,0,38.6916,-0.1886,-0,-0,174.277,0.048,120,8000,4,-33.7022,22.384,-0.1958,-0.1877,-133.7,-81.606,60,6816.65,7,-33.8542,12.8722,-0.1922,-0.0342,-144.299,-51.962,60,6892.9,16,-15.0943,10.5275,-0,0,-26.748,15.11,60,8000,10,-26.5461,-5.05,0.0047,-0.0211,9.66,-0.885,60,7558.02,2,-43.5364,14.1142,-0.0321,-0.0462,-83.631,2.352,60,7308.2,15,-32.5112,9.4501,-0.0256,0.0072,-57.468,89.693,60,3651.48,11,-36.5145,4.0312,0.0013,0.0044,-35.112,-90,60,7875.8,13,-43.4293,28.6046,-0.0047,-0.1106,-17.237,11.966,60,7490.66,9,-43.5757,23.9742,0.1535,-0.2687,-84.592,-89.924,60,5446.58,8,-38.7192,6.8373,0.0007,-0.0002,134.101,-0.514,60,7766.01
