time, left team, right team, left coach, right coach, left score, right score, left pen taken, right pen taken, left pen score, right pen score, cointoss
2024-12-16 10:26:37, "AEteam", "FRA-UNIted", NULL, NULL, 0, 2, NULL, NULL, NULL, NULL, NULL
